# ID_REF	IDENTIFIER	Gene title	Gene symbol	Gene ID	GenBank Accession
130_s_at	NKX2-1	NK2 homeobox 1	NKX2-1	7080	X82850
1310_at	PSMB2	proteasome subunit beta 2	PSMB2	5690	D26599
1311_at	PSMB4	proteasome subunit beta 4	PSMB4	5692	D26600
1312_at	PSMD8	proteasome 26S subunit, non-ATPase 8	PSMD8	5714	D38047
1313_at	PSMB7	proteasome subunit beta 7	PSMB7	5695	D38048
1314_at	PSMD1	proteasome 26S subunit, non-ATPase 1	PSMD1	5707	D44466
1315_at	OAZ1	ornithine decarboxylase antizyme 1	OAZ1	4946	D78361
1316_at	THRA	thyroid hormone receptor, alpha	THRA	7067	X55005
1317_at	MST1R	macrophage stimulating 1 receptor	MST1R	4486	X70040
1318_at	RBBP4	RB binding protein 4, chromatin remodeling factor	RBBP4	5928	X74262
1319_at	DDR2	discoidin domain receptor tyrosine kinase 2	DDR2	4921	X74764
131_at	TAF11	TATA-box binding protein associated factor 11	TAF11	6882	X83928
1320_at	PTPN21	protein tyrosine phosphatase, non-receptor type 21	PTPN21	11099	X79510
1321_s_at	EMP1	epithelial membrane protein 1	EMP1	2012	U43916
1322_at	E2F1	E2F transcription factor 1	E2F1	1869	AH006643
1323_at	UBB	ubiquitin B	UBB	7314	X04803
1324_at	RAD9A	RAD9 checkpoint clamp component A	RAD9A	5883	U53174
1325_at	SMAD1	SMAD family member 1	SMAD1	4086	U59423
1326_at	CASP10	caspase 10	CASP10	843	U60519
1327_s_at	MAP3K5	mitogen-activated protein kinase kinase kinase 5	MAP3K5	4217	U67156
1328_at	TRAF5	TNF receptor associated factor 5	TRAF5	7188	U69108
1329_s_at	TERF1	telomeric repeat binding factor 1	TERF1	7013	U74382
1330_at	MAP3K3	mitogen-activated protein kinase kinase kinase 3	MAP3K3	4215	U78876
1331_s_at	TNFRSF25	TNF receptor superfamily member 25	TNFRSF25	8718	U83598
1332_f_at	GH1	growth hormone 1	GH1	2688	V00520
1333_f_at	BCR	BCR, RhoGEF and GTPase activating protein	BCR	613	X02596
1334_s_at	CSF3	colony stimulating factor 3	CSF3	1440	X03656
1335_at	IGF1R	insulin like growth factor 1 receptor	IGF1R	3480	X04434
1336_s_at	PRKCB	protein kinase C beta	PRKCB	5579	X06318
1337_s_at	RARA	retinoic acid receptor alpha	RARA	5914	X06614
1338_s_at	CYP2A13	cytochrome P450 family 2 subfamily A member 13///cytochrome P450 family 2 subfamily A member 7///cytochrome P450 family 2 subfamily A member 6	CYP2A13///CYP2A7///CYP2A6	1553///1549///1548	X13930
1339_s_at	BCR	BCR, RhoGEF and GTPase activating protein	BCR	613	X14675
133_at	CTSC	cathepsin C	CTSC	1075	X87212
1340_s_at	HGF	hepatocyte growth factor	HGF	3082	X16323
1341_at	SPI1	Spi-1 proto-oncogene	SPI1	6688	X52056
1342_g_at	TERF1	telomeric repeat binding factor 1	TERF1	7013	U40705
1343_s_at	SERPINB3	serpin family B member 3	SERPINB3	6317	S66896
1344_at	PAX3	paired box 3	PAX3	5077	S69369
1345_s_at	PAX3	paired box 3	PAX3	5077	S69370
1346_at	MT3	metallothionein 3	MT3	4504	S72043
1347_at	CDC25B	cell division cycle 25B	CDC25B	994	S78187
1348_s_at	PCCA	propionyl-CoA carboxylase alpha subunit	PCCA	5095	S79219
1349_at	S81294				S81294
134_at	ABI2	abl-interactor 2	ABI2	10152	X95632
1350_at	CYP4F2	cytochrome P450 family 4 subfamily F member 2	CYP4F2	8529	U02388
1351_at	EPHB4	EPH receptor B4	EPHB4	2050	U07695
1352_at	CXCR1	C-X-C motif chemokine receptor 1	CXCR1	3577	U11870
1353_g_at	CXCR1	C-X-C motif chemokine receptor 1	CXCR1	3577	U11870
1354_at	NTRK2	neurotrophic receptor tyrosine kinase 2	NTRK2	4915	U12140
1355_g_at	NTRK2	neurotrophic receptor tyrosine kinase 2	NTRK2	4915	U12140
1356_at	DAP3	death associated protein 3	DAP3	7818	U18321
1357_at	USP4	ubiquitin specific peptidase 4	USP4	7375	U20657
1358_s_at	IFI6	interferon alpha inducible protein 6	IFI6	2537	U22970
1359_at	IL17A	interleukin 17A	IL17A	3605	U32659
135_g_at	ABI2	abl-interactor 2	ABI2	10152	X95632
1360_at	XRCC4	X-ray repair cross complementing 4	XRCC4	7518	U40622
1361_at	TERF1	telomeric repeat binding factor 1	TERF1	7013	U40705
1362_s_at	RXRB	retinoid X receptor beta	RXRB	6257	M84820
1363_at	FGFR2	fibroblast growth factor receptor 2	FGFR2	2263	M87770
1364_at	PTPRZ1	protein tyrosine phosphatase, receptor type Z1	PTPRZ1	5803	M93426
1365_at	IL2RB	interleukin 2 receptor subunit beta	IL2RB	3560	M26062
1366_i_at	UBC	ubiquitin C	UBC	7316	M26880
1367_f_at	UBC	ubiquitin C	UBC	7316	M26880
1368_at	IL1R1	interleukin 1 receptor type 1	IL1R1	3554	M27492
1369_s_at	CXCL8	C-X-C motif chemokine ligand 8	CXCL8	3576	M28130
136_at	GPR31	G protein-coupled receptor 31	GPR31	2853	U65402
1370_at	IL7R	interleukin 7 receptor	IL7R	3575	M29696
1371_s_at	CYP2B7P	cytochrome P450 family 2 subfamily B member 7, pseudogene///cytochrome P450 family 2 subfamily B member 6	CYP2B7P///CYP2B6	1556///1555	M29874
1372_at	TNFAIP6	TNF alpha induced protein 6	TNFAIP6	7130	M31165
1373_at	TCF3	transcription factor 3	TCF3	6929	M31523
1374_g_at	TCF3	transcription factor 3	TCF3	6929	M31523
1375_s_at	TIMP2	TIMP metallopeptidase inhibitor 2	TIMP2	7077	M32304
1376_at	LIG1	DNA ligase 1	LIG1	3978	M36067
1377_at	NFKB1	nuclear factor kappa B subunit 1	NFKB1	4790	M58603
1378_g_at	NFKB1	nuclear factor kappa B subunit 1	NFKB1	4790	M58603
1379_at	EPHA2	EPH receptor A2	EPHA2	1969	M59371
137_at	KLF1	Kruppel like factor 1	KLF1	10661	U65404
1380_at	FGF7	fibroblast growth factor 7	FGF7	2252	M60828
1381_at	RARB	retinoic acid receptor beta	RARB	5915	
1382_at	RPA1	replication protein A1	RPA1	6117	M63488
1383_at	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha	PPP2R2A	5520	M64929
1384_at	PPP2R2B	protein phosphatase 2 regulatory subunit Bbeta	PPP2R2B	5521	M64930
1385_at	TGFBI	transforming growth factor beta induced	TGFBI	7045	M77349
1386_at	PTPN9	protein tyrosine phosphatase, non-receptor type 9	PTPN9	5780	M83738
1387_at	IL2	interleukin 2	IL2	3558	M22005
1388_g_at	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	VDR	7421	J03258
1389_at	MME	membrane metallo-endopeptidase	MME	4311	J03779
138_at	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	MAP4K1	11184	U66464
1390_s_at	GHRH	growth hormone releasing hormone	GHRH	2691	L00137
1391_s_at	CYP4A22	cytochrome P450 family 4 subfamily A member 22///cytochrome P450 family 4 subfamily A member 11	CYP4A22///CYP4A11	284541///1579	L04751
1392_at	GRK6	G protein-coupled receptor kinase 6	GRK6	2870	L16862
1393_at	OCM2	oncomodulin 2	OCM2	4951	L20348
1394_at	RHOA	ras homolog family member A	RHOA	387	L25080
1395_at	RHOC	ras homolog family member C	RHOC	389	L25081
1396_at	IGFBP5	insulin like growth factor binding protein 5	IGFBP5	3488	L27560
1397_at	MAP3K11	mitogen-activated protein kinase kinase kinase 11	MAP3K11	4296	L32976
1398_g_at	MAP3K11	mitogen-activated protein kinase kinase kinase 11	MAP3K11	4296	L32976
1399_at	TCEB1	transcription elongation factor B subunit 1	TCEB1	6921	L34587
139_at	DLGAP1	DLG associated protein 1	DLGAP1	9229	U67988
1400_at	CSF2	colony stimulating factor 2	CSF2	1437	M13207
1401_g_at	CSF2	colony stimulating factor 2	CSF2	1437	M13207
1402_at	LYN	LYN proto-oncogene, Src family tyrosine kinase	LYN	4067	M16038
1403_s_at	CCL5	C-C motif chemokine ligand 5	CCL5	6352	M21121
1404_r_at	CCL5	C-C motif chemokine ligand 5	CCL5	6352	M21121
1405_i_at	CCL5	C-C motif chemokine ligand 5	CCL5	6352	M21121
1406_at	NR2C1	nuclear receptor subfamily 2 group C member 1	NR2C1	7181	M21985
1407_g_at	NR2C1	nuclear receptor subfamily 2 group C member 1	NR2C1	7181	M21985
1408_at	FGF4	fibroblast growth factor 4	FGF4	2249	J02986
1409_at	SRF	serum response factor	SRF	6722	J03161
140_s_at	TRA2B	transformer 2 beta homolog (Drosophila)	TRA2B	6434	U68063
1410_at	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	VDR	7421	J03258
1411_at	CYP11B1	cytochrome P450 family 11 subfamily B member 1	CYP11B1	1584	D16154
1412_g_at	CYP11B2	cytochrome P450 family 11 subfamily B member 2///cytochrome P450 family 11 subfamily B member 1	CYP11B2///CYP11B1	1585///1584	D16154
1413_at	D26561				D26561
1414_at	D26561				D26561
1415_at	D26561				D26561
1416_g_at	D26561				D26561
1417_at	D26561				D26561
1418_at	NOS2	nitric oxide synthase 2	NOS2	4843	D29675
1419_g_at	NOS2	nitric oxide synthase 2	NOS2	4843	D29675
141_s_at	BRF1	BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit	BRF1	2972	U75276
1420_s_at	MIR1248	microRNA 1248///small nucleolar RNA, H/ACA box 81///small nucleolar RNA, H/ACA box 4///small nucleolar RNA, C/D box 2///small nucleolar RNA, H/ACA box 63///eukaryotic translation initiation factor 4A2	MIR1248///SNORA81///SNORA4///SNORD2///SNORA63///EIF4A2	100302143///677847///619568///619567///6043///1974	D30655
1421_at	CAMK4	calcium/calmodulin dependent protein kinase IV	CAMK4	814	D30742
1422_g_at	CAMK4	calcium/calmodulin dependent protein kinase IV	CAMK4	814	D30742
1423_at	UBE2G1	ubiquitin conjugating enzyme E2 G1	UBE2G1	7326	D78514
1424_s_at	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta	YWHAH	7533	D78577
1425_at	PCDHB11	protocadherin beta 11	PCDHB11	56125	D88795
1426_at	SLA	Src-like-adaptor	SLA	6503	D89077
1427_g_at	SLA	Src-like-adaptor	SLA	6503	D89077
1428_at	THRB	thyroid hormone receptor beta	THRB	7068	
142_at	TAF4	TATA-box binding protein associated factor 4	TAF4	6874	U75308
1430_at	SST	somatostatin	SST	6750	J00306
1431_at	CYP2E1	cytochrome P450 family 2 subfamily E member 1	CYP2E1	1571	J02843
1432_s_at	LTK	leukocyte receptor tyrosine kinase	LTK	4058	D16105
1433_g_at	SMAD3	SMAD family member 3	SMAD3	4088	U68019
1434_at	PTEN	phosphatase and tensin homolog	PTEN	5728	U92436
1435_f_at	IFNA21	interferon alpha 21	IFNA21	3452	V00540
1436_at	CYP2D6	cytochrome P450 family 2 subfamily D member 6	CYP2D6	1565	X16866
1437_at	PRKCA	protein kinase C alpha	PRKCA	5578	X52479
1438_at	EPHB3	EPH receptor B3	EPHB3	2049	X75208
1439_s_at	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2	MAPKAPK2	9261	X75346
143_s_at	TAF5	TATA-box binding protein associated factor 5	TAF5	6877	U75309
1440_s_at	FAS	Fas cell surface death receptor	FAS	355	X83490
1441_s_at	FAS	Fas cell surface death receptor	FAS	355	X83492
1442_at	ESR2	estrogen receptor 2	ESR2	2100	X99101
1443_at	DUSP9	dual specificity phosphatase 9	DUSP9	1852	Y08302
1444_at	PSMD9	proteasome 26S subunit, non-ATPase 9	PSMD9	5715	AB003177
1445_at	CCRL2	C-C motif chemokine receptor like 2	CCRL2	9034	AF014958
1446_at	PSMA2	proteasome subunit alpha 2	PSMA2	5683	D00760
1447_at	PSMB1	proteasome subunit beta 1	PSMB1	5689	D00761
1448_at	PSMA3	proteasome subunit alpha 3	PSMA3	5684	D00762
1449_at	PSMA4	proteasome subunit alpha 4	PSMA4	5685	D00763
144_at	TK2	thymidine kinase 2, mitochondrial	TK2	7084	U80628
1450_g_at	PSMA4	proteasome subunit alpha 4	PSMA4	5685	D00763
1451_s_at	POSTN	periostin	POSTN	10631	D13666
1452_at	LMO4	LIM domain only 4	LMO4	8543	U24576
1453_at	SMAD2	SMAD family member 2	SMAD2	4087	U68018
1454_at	SMAD3	SMAD family member 3	SMAD3	4088	U68019
1455_f_at	CYP2C9	cytochrome P450 family 2 subfamily C member 9	CYP2C9	1559	M61855
1456_s_at	IFI16	interferon gamma inducible protein 16	IFI16	3428	M63838
1457_at	JAK1	Janus kinase 1	JAK1	3716	M64174
1458_at	PTPN3	protein tyrosine phosphatase, non-receptor type 3	PTPN3	5774	M64572
1459_at	PTPN4	protein tyrosine phosphatase, non-receptor type 4	PTPN4	5775	M68941
145_s_at	TBX5	T-box 5	TBX5	6910	U80987
1460_g_at	PTPN4	protein tyrosine phosphatase, non-receptor type 4	PTPN4	5775	M68941
1461_at	NFKBIA	NFKB inhibitor alpha	NFKBIA	4792	M69043
1462_s_at	POLD1	DAN polymerase delta 1, catalytic subunit	POLD1	5424	M80397
1463_at	PTPN12	protein tyrosine phosphatase, non-receptor type 12	PTPN12	5782	M93425
1464_at	MIR483	microRNA 483	MIR483	619552	S73149
1465_s_at	MYBL1	MYB proto-oncogene like 1	MYBL1	4603	S75881
1466_s_at	FGF7	fibroblast growth factor 7	FGF7	2252	S81661
1467_at	EPS8	epidermal growth factor receptor pathway substrate 8	EPS8	2059	U12535
1468_at	TRAP1	TNF receptor associated protein 1	TRAP1	10131	U12595
1469_at	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2	MAPKAPK2	9261	U12779
146_at	PI4KB	phosphatidylinositol 4-kinase beta	PI4KB	5298	U81802
1470_at	POLD2	DAN polymerase delta 2, accessory subunit	POLD2	5425	U21090
1471_at	MYB	MYB proto-oncogene, transcription factor	MYB	4602	U22376
1472_g_at	MYB	MYB proto-oncogene, transcription factor	MYB	4602	U22376
1473_s_at	MYB	MYB proto-oncogene, transcription factor	MYB	4602	U22376
1474_s_at	MYB	MYB proto-oncogene, transcription factor	MYB	4602	U22376
1475_s_at	MYB	MYB proto-oncogene, transcription factor	MYB	4602	U22376
1476_s_at	MYB	MYB proto-oncogene, transcription factor	MYB	4602	U22376
1477_s_at	CYP2C18	cytochrome P450 family 2 subfamily C member 18	CYP2C18	1562	M61853
1478_at	ITK	IL2 inducible T-cell kinase	ITK	3702	L10717
1479_g_at	ITK	IL2 inducible T-cell kinase	ITK	3702	L10717
147_at	TSG101	tumor susceptibility 101	TSG101	7251	U82130
1480_at	HSPA4	heat shock protein family A (Hsp70) member 4	HSPA4	3308	L12723
1481_at	MMP12	matrix metallopeptidase 12	MMP12	4321	L23808
1482_g_at	MMP12	matrix metallopeptidase 12	MMP12	4321	L23808
1483_at	CDH4	cadherin 4	CDH4	1002	L34059
1484_at	CDH8	cadherin 8	CDH8	1006	L34060
1485_at	EPHA7	EPH receptor A7	EPHA7	2045	L36642
1486_at	POLR2J	RNA polymerase II subunit J	POLR2J	5439	L37127
1487_at	ESRRA	estrogen related receptor alpha	ESRRA	2101	L38487
1488_at	PTPRK	protein tyrosine phosphatase, receptor type K	PTPRK	5796	L77886
1489_s_at	MYCL	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog	MYCL	4610	M19720
148_at	ELL2	elongation factor for RNA polymerase II 2	ELL2	22936	U88629
1490_at	MYCL	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog	MYCL	4610	M19720
1491_at	PTX3	pentraxin 3	PTX3	5806	M31166
1492_f_at	CYP2A7	cytochrome P450 family 2 subfamily A member 7	CYP2A7	1549	M33317
1493_r_at	CYP2A6	cytochrome P450 family 2 subfamily A member 6	CYP2A6	1548	M33318
1494_f_at	CYP2A6	cytochrome P450 family 2 subfamily A member 6	CYP2A6	1548	M33318
1495_at	LTBP1	latent transforming growth factor beta binding protein 1	LTBP1	4052	M34057
1496_at	PTPRA	protein tyrosine phosphatase, receptor type A	PTPRA	5786	M34668
1497_at	LTBR	lymphotoxin beta receptor	LTBR	4055	L04270
1498_at	ZAP70	zeta chain of T cell receptor associated protein kinase 70	ZAP70	7535	L05148
1499_at	FNTA	farnesyltransferase, CAAX box, alpha	FNTA	2339	L10413
149_at	DDX39A	DEAD-box helicase 39A	DDX39A	10212	U90426
1500_at	WT1	Wilms tumor 1	WT1	7490	X51630
1501_at	IGF1	insulin like growth factor 1	IGF1	3479	X57025
1503_at	BRCA2	BRCA2, DNA repair associated	BRCA2	675	X95152
1504_s_at	FGF12	fibroblast growth factor 12	FGF12	2257	Z70276
1505_at	TYMS	thymidylate synthetase	TYMS	7298	D00596
1506_at	IL2RG	interleukin 2 receptor subunit gamma	IL2RG	3561	D11086
1507_s_at	EDNRA	endothelin receptor type A	EDNRA	1909	D11151
1508_at	ITGA9	integrin subunit alpha 9	ITGA9	3680	D25303
1509_at	MMP16	matrix metallopeptidase 16	MMP16	4325	D83646
150_at	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1	MAGI1	9223	U96115
1510_g_at	MMP16	matrix metallopeptidase 16	MMP16	4325	D83646
1511_at	SHC3	SHC adaptor protein 3	SHC3	53358	D84361
1512_at	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A	DYRK1A	1859	D86550
1513_at	KLK3	kallikrein related peptidase 3	KLK3	354	
1514_g_at	KLK3	kallikrein related peptidase 3	KLK3	354	
1515_at	FEN1	flap structure-specific endonuclease 1	FEN1	2237	
1516_g_at	FEN1	flap structure-specific endonuclease 1	FEN1	2237	
1517_at	CYP2F1	cytochrome P450 family 2 subfamily F member 1	CYP2F1	1572	J02906
1518_at	ETS1	ETS proto-oncogene 1, transcription factor	ETS1	2113	J04101
1519_at	ETS2	ETS proto-oncogene 2, transcription factor	ETS2	2114	J04102
151_s_at	TUBB	tubulin beta class I	TUBB	203068	V00599
1520_s_at	IL1B	interleukin 1 beta	IL1B	3553	X04500
1521_at	NME1	NME/NM23 nucleoside diphosphate kinase 1	NME1	4830	X17620
1522_at	TNK1	tyrosine kinase non receptor 1	TNK1	8711	U43408
1523_g_at	TNK1	tyrosine kinase non receptor 1	TNK1	8711	U43408
1524_at	MOK	MOK protein kinase	MOK	5891	U46194
1525_s_at	FGF8	fibroblast growth factor 8	FGF8	2253	AH006649
1526_i_at	FGF8	fibroblast growth factor 8	FGF8	2253	AH006649
1527_s_at	N4BP2L1	NEDD4 binding protein 2 like 1	N4BP2L1	90634	U50527
1528_at	N4BP2L2-IT2	N4BPL2 intronic transcript 2	N4BP2L2-IT2	116828	U50531
1529_at	FRY	FRY microtubule binding protein	FRY	10129	U50534
152_f_at	HIST2H4B	histone cluster 2, H4b///histone cluster 4, H4///histone cluster 2, H4a///histone cluster 1, H4l///histone cluster 1, H4e///histone cluster 1, H4b///histone cluster 1, H4h///histone cluster 1, H4c///histone cluster 1, H4j///histone cluster 1, H4k///histone cluster 1, H4f///histone cluster 1, H4d///histone cluster 1, H4a///histone cluster 1, H4i	HIST2H4B///HIST4H4///HIST2H4A///HIST1H4L///HIST1H4E///HIST1H4B///HIST1H4H///HIST1H4C///HIST1H4J///HIST1H4K///HIST1H4F///HIST1H4D///HIST1H4A///HIST1H4I	554313///121504///8370///8368///8367///8366///8365///8364///8363///8362///8361///8360///8359///8294	X00038
1530_g_at	FRY	FRY microtubule binding protein	FRY	10129	U50534
1531_at	N4BP2L2	NEDD4 binding protein 2 like 2	N4BP2L2	10443	U50535
1532_g_at	N4BP2L2	NEDD4 binding protein 2 like 2	N4BP2L2	10443	U50535
1533_at	RAD50	RAD50 double strand break repair protein	RAD50	10111	U63139
1534_at	IL12RB2	interleukin 12 receptor subunit beta 2	IL12RB2	3595	U64198
1535_at	FOXN3	forkhead box N3	FOXN3	1112	U68723
1536_at	CDC6	cell division cycle 6	CDC6	990	U77949
1537_at	EGFR	epidermal growth factor receptor	EGFR	1956	X00588
1538_s_at	IL2	interleukin 2	IL2	3558	X00695
1539_at	NRAS	neuroblastoma RAS viral oncogene homolog	NRAS	4893	X02751
153_f_at	HIST1H2BJ	histone cluster 1, H2bj	HIST1H2BJ	8970	X00088
1540_f_at	IFNA5	interferon alpha 5	IFNA5	3442	X02956
1541_f_at	IFNA6	interferon alpha 6///interferon alpha 5	IFNA6///IFNA5	3443///3442	X02958
1542_at	EGF	epidermal growth factor	EGF	1950	X04571
1543_at	MAP2K6	mitogen-activated protein kinase kinase 6	MAP2K6	5608	U39657
1544_at	BLM	Bloom syndrome RecQ like helicase	BLM	641	U39817
1545_g_at	FLT1	fms related tyrosine kinase 1	FLT1	2321	S77812
1546_at	HYAL1	hyaluronoglucosaminidase 1	HYAL1	3373	U03056
1547_at	JAK3	Janus kinase 3	JAK3	3718	U09607
1548_s_at	IL10	interleukin 10	IL10	3586	U16720
1549_s_at	SERPINB4	serpin family B member 4///serpin family B member 3	SERPINB4///SERPINB3	6318///6317	U19557
154_at	TAF1	TATA-box binding protein associated factor 1	TAF1	6872	X07024
1550_at	MRPL28	mitochondrial ribosomal protein L28	MRPL28	10573	U19796
1551_g_at	MRPL28	mitochondrial ribosomal protein L28	MRPL28	10573	U19796
1552_i_at	CYP2A13	cytochrome P450 family 2 subfamily A member 13	CYP2A13	1553	U22028
1553_r_at	CYP2A13	cytochrome P450 family 2 subfamily A member 13	CYP2A13	1553	U22028
1554_f_at	CYP2A13	cytochrome P450 family 2 subfamily A member 13	CYP2A13	1553	U22028
1555_f_at	CYP2A7	cytochrome P450 family 2 subfamily A member 7///cytochrome P450 family 2 subfamily A member 6	CYP2A7///CYP2A6	1549///1548	U22029
1556_at	RBM5	RNA binding motif protein 5	RBM5	10181	U23946
1557_at	PAK1	p21 (RAC1) activated kinase 1	PAK1	5058	U24152
1558_g_at	PAK1	p21 (RAC1) activated kinase 1	PAK1	5058	U24152
1559_at	PAK2	p21 (RAC1) activated kinase 2	PAK2	5062	U24153
155_s_at	SUMO1	small ubiquitin-like modifier 1	SUMO1	7341	U61397
1560_g_at	PAK2	p21 (RAC1) activated kinase 2	PAK2	5062	U24153
1561_at	LOC101927562	uncharacterized LOC101927562///dual specificity phosphatase 8	LOC101927562///DUSP8	101927562///1850	U27193
1562_g_at	LOC101927562	uncharacterized LOC101927562///dual specificity phosphatase 8	LOC101927562///DUSP8	101927562///1850	U27193
1563_s_at	TNFRSF1A	TNF receptor superfamily member 1A	TNFRSF1A	7132	M58286
1564_at	AKT1	AKT serine/threonine kinase 1	AKT1	207	M63167
1565_s_at	GRB2	growth factor receptor bound protein 2	GRB2	2885	M96995
1566_at	NCAM1	neural cell adhesion molecule 1	NCAM1	4684	S71824
1567_at	FLT1	fms related tyrosine kinase 1	FLT1	2321	S77812
1568_s_at	IFNAR2	interferon alpha and beta receptor subunit 2	IFNAR2	3455	L42243
1569_r_at	IL10RB	interleukin 10 receptor subunit beta	IL10RB	3588	L42243
156_s_at	GPR19	G protein-coupled receptor 19	GPR19	2842	U64871
1570_f_at	RB1	RB transcriptional corepressor 1	RB1	5925	L49219
1571_f_at	RB1	RB transcriptional corepressor 1	RB1	5925	L49229
1572_s_at	INSR	insulin receptor	INSR	3643	M10051
1573_at	PDGFB	platelet derived growth factor subunit B	PDGFB	5155	M12783
1574_s_at	IL4	interleukin 4	IL4	3565	M13982
1575_at	ABCB1	ATP binding cassette subfamily B member 1	ABCB1	5243	M14758
1576_g_at	ABCB4	ATP binding cassette subfamily B member 4///ATP binding cassette subfamily B member 1	ABCB4///ABCB1	5244///5243	M14758
1577_at	AR	androgen receptor	AR	367	M23263
1578_g_at	AR	androgen receptor	AR	367	M23263
1579_at	OSM	oncostatin M	OSM	5008	M27288
157_at	PRAME	preferentially expressed antigen in melanoma	PRAME	23532	U65011
1580_f_at	IFNA4	interferon alpha 4	IFNA4	3441	M27318
1581_s_at	TOP2B	topoisomerase (DNA) II beta	TOP2B	7155	M27504
1582_at	CEACAM5	carcinoembryonic antigen related cell adhesion molecule 5	CEACAM5	1048	M29540
1583_at	TNFRSF1B	TNF receptor superfamily member 1B	TNFRSF1B	7133	M32315
1584_at	CDC25C	cell division cycle 25C	CDC25C	995	M34065
1585_at	ERBB3	erb-b2 receptor tyrosine kinase 3	ERBB3	2065	M34309
1586_at	IGFBP3	insulin like growth factor binding protein 3	IGFBP3	3486	M35878
1587_at	RARG	retinoic acid receptor gamma	RARG	5916	M38258
1588_at	IFNAR2	interferon alpha and beta receptor subunit 2	IFNAR2	3455	L42243
1589_s_at	IFNAR2	interferon alpha and beta receptor subunit 2	IFNAR2	3455	L42243
